"","eventDate","decimalLongitude","decimalLatitude","eventID"
"637",2,183.97,-19.51,"event-2-637"
"638",3,167.39,-12.05,"event-3-638"
"639",4,186.54,-17.4,"event-4-639"
"640",5,180.18,-23.93,"event-5-640"
"641",1,181.09,-21.23,"event-1-641"
"642",2,167.91,-16.23,"event-2-642"
"643",3,183.4,-28.15,"event-3-643"
"644",4,185.01,-20.81,"event-4-644"
"645",5,181.41,-20.72,"event-5-645"
"646",1,184,-23.29,"event-1-646"
"647",2,176.03,-38.46,"event-2-647"
"648",3,186.73,-15.48,"event-3-648"
"649",4,177.52,-37.03,"event-4-649"
"650",5,181.38,-20.48,"event-5-650"
"651",1,181.88,-18.12,"event-1-651"
"652",2,181.98,-18.17,"event-2-652"
"653",3,166.07,-11.4,"event-3-653"
"654",4,180.12,-23.1,"event-4-654"
"655",5,170.34,-14.28,"event-5-655"
"656",1,171.72,-22.87,"event-1-656"
"657",2,180.98,-17.59,"event-2-657"
"658",3,182.1,-27.6,"event-3-658"
"659",4,180.6,-17.94,"event-4-659"
"660",5,180.58,-17.88,"event-5-660"
"661",1,180.8,-30.01,"event-1-661"
"662",2,182.3,-19.19,"event-2-662"
"663",3,180.87,-18.14,"event-3-663"
"664",4,180.11,-23.46,"event-4-664"
"665",5,181.04,-18.44,"event-5-665"
"666",1,180.87,-18.21,"event-1-666"
"667",2,180.98,-18.26,"event-2-667"
"668",3,184.83,-15.85,"event-3-668"
"669",4,180.09,-23.82,"event-4-669"
"670",5,184.28,-18.6,"event-5-670"
"671",1,181.32,-17.8,"event-1-671"
"672",2,166.1,-10.78,"event-2-672"
"673",3,181.71,-18.12,"event-3-673"
"674",4,182.62,-19.34,"event-4-674"
"675",5,167.1,-15.34,"event-5-675"
"676",1,182.85,-24.97,"event-1-676"
"677",2,186.08,-15.97,"event-2-677"
"678",3,180.24,-23.47,"event-3-678"
"679",4,179.15,-23.11,"event-4-679"
"680",5,181.66,-20.54,"event-5-680"
"681",1,169.37,-18.92,"event-1-681"
"682",2,184.27,-20.16,"event-2-682"
"683",3,180.94,-25.48,"event-3-683"
"684",4,181.74,-18.19,"event-4-684"
"685",5,186.4,-15.35,"event-5-685"
"686",1,169.1,-18.69,"event-1-686"
"687",2,181.24,-18.89,"event-2-687"
"688",3,183.32,-17.61,"event-3-688"
"689",4,181.54,-20.93,"event-4-689"
"690",5,181.5,-17.6,"event-5-690"
"691",1,181.4,-17.96,"event-1-691"
"692",2,182.41,-18.8,"event-2-692"
"693",3,182.44,-20.61,"event-3-693"
"694",4,181.53,-20.74,"event-4-694"
"695",5,179.86,-25.23,"event-5-695"
"696",1,179.9,-23.9,"event-1-696"
"697",2,181.58,-18.07,"event-2-697"
"698",3,185.19,-15.43,"event-3-698"
"699",4,167.32,-14.3,"event-4-699"
"700",5,181.57,-18.04,"event-5-700"
"701",1,167.18,-13.9,"event-1-701"
"702",2,177.01,-17.64,"event-2-702"
"703",3,181.51,-17.98,"event-3-703"
"704",4,180,-25,"event-4-704"
"705",5,184.48,-19.45,"event-5-705"
"706",1,187.48,-16.11,"event-1-706"
"707",2,179.98,-23.73,"event-2-707"
"708",3,186.78,-17.74,"event-3-708"
"709",4,183.23,-21.56,"event-4-709"
"710",5,181.72,-20.97,"event-5-710"
"711",1,186.73,-15.45,"event-1-711"
"712",2,167.91,-15.93,"event-2-712"
"713",3,185.86,-21.47,"event-3-713"
"714",4,170.45,-21.44,"event-4-714"
"715",5,180.49,-22.16,"event-5-715"
"716",1,172.76,-13.36,"event-1-716"
"717",2,181.51,-21.22,"event-2-717"
"718",3,182.5,-26.1,"event-3-718"
"719",4,185.27,-18.35,"event-4-719"
"720",5,182.9,-17.2,"event-5-720"
"721",1,171.4,-22.42,"event-1-721"
"722",2,181.48,-17.91,"event-2-722"
"723",3,178.3,-26.53,"event-3-723"
"724",4,178.29,-26.5,"event-4-724"
"725",5,168.08,-16.31,"event-5-725"
"726",1,169.71,-18.76,"event-1-726"
"727",2,182.8,-17.1,"event-2-727"
"728",3,182.78,-19.28,"event-3-728"
"729",4,180,-23.5,"event-4-729"
"730",5,181.69,-21.26,"event-5-730"
"731",1,181.48,-17.97,"event-1-731"
"732",2,181.2,-26.02,"event-2-732"
"733",3,180.8,-30.3,"event-3-733"
"734",4,179.67,-24.89,"event-4-734"
"735",5,167.24,-14.57,"event-5-735"
"736",1,186.87,-15.4,"event-1-736"
"737",2,183.95,-22.06,"event-2-737"
"738",3,178.42,-25.14,"event-3-738"
"739",4,181.4,-20.3,"event-4-739"
"740",5,181.17,-25.28,"event-5-740"
"741",1,181.61,-20.63,"event-1-741"
"742",2,186.83,-19.02,"event-2-742"
"743",3,185.3,-22.1,"event-3-743"
"744",4,175.7,-38.59,"event-4-744"
"745",5,183,-19.3,"event-5-745"
"746",1,181.59,-31.03,"event-1-746"
"747",2,181.3,-30.51,"event-2-747"
"748",3,183.34,-22.55,"event-3-748"
"749",4,180.64,-22.14,"event-4-749"
"750",5,180.3,-25.6,"event-5-750"
"751",1,181.84,-18.04,"event-1-751"
"752",2,185.77,-21.29,"event-2-752"
"753",3,180.85,-21.08,"event-3-753"
"754",4,169.66,-20.64,"event-4-754"
"755",5,180.03,-24.41,"event-5-755"
"756",1,167.03,-12.16,"event-1-756"
"757",2,185.9,-17.1,"event-2-757"
"758",3,185.6,-21.13,"event-3-758"
"759",4,167.43,-12.34,"event-4-759"
"760",5,186.73,-16.43,"event-5-760"
"761",1,184.3,-20.7,"event-1-761"
"762",2,180.92,-21.18,"event-2-762"
"763",3,185.33,-17.78,"event-3-763"
"764",4,183.86,-21.57,"event-4-764"
"765",5,166.75,-13.7,"event-5-765"
"766",1,167.41,-12.27,"event-1-766"
"767",2,184.52,-19.1,"event-2-767"
"768",3,184.51,-19.85,"event-3-768"
"769",4,166.55,-11.37,"event-4-769"
"770",5,186.3,-20.7,"event-5-770"
"771",1,185.1,-20.24,"event-1-771"
"772",2,182.73,-16.4,"event-2-772"
"773",3,184.53,-19.6,"event-3-773"
"774",4,180.77,-21.63,"event-4-774"
"775",5,180.5,-21.6,"event-5-775"
"776",1,181,-21.77,"event-1-776"
"777",2,183.6,-21.8,"event-2-777"
"778",3,180.9,-21.05,"event-3-778"
"779",4,165.8,-10.8,"event-4-779"
"781",1,171.44,-22.26,"event-1-780"
"782",2,171.46,-22.33,"event-2-781"
"783",3,184.85,-24.04,"event-3-782"
"784",4,186.1,-20.4,"event-4-783"
"785",5,184.62,-15,"event-5-784"
"786",1,183.4,-27.87,"event-1-785"
"787",2,166.64,-14.12,"event-2-786"
"788",3,180.27,-23.61,"event-3-787"
"789",4,185.5,-21.56,"event-4-788"
"790",5,181.58,-21.19,"event-5-789"
"791",1,181.65,-18.07,"event-1-790"
"792",2,178.43,-26,"event-2-791"
"793",3,181.9,-20.21,"event-3-792"
"794",4,182,-28,"event-4-793"
"795",5,180.7,-20.74,"event-5-794"
"796",1,180.6,-31.8,"event-1-795"
"797",2,169.46,-18.91,"event-2-796"
"798",3,182.1,-20.45,"event-3-797"
"799",4,183.8,-22.9,"event-4-798"
"800",5,181.63,-18.11,"event-5-799"
"801",1,184.7,-23.8,"event-1-800"
"802",2,180.21,-23.42,"event-2-801"
"803",3,184.8,-23.2,"event-3-802"
"804",4,169.52,-12.93,"event-4-803"
"805",5,181.06,-21.14,"event-5-804"
"806",1,184.97,-19.13,"event-1-805"
"807",2,181.3,-21.08,"event-2-806"
"808",3,181.75,-20.07,"event-3-807"
"809",4,182.02,-20.9,"event-4-808"
"810",5,179.84,-25.04,"event-5-809"
"811",1,180.89,-21.85,"event-1-810"
"812",2,186.59,-19.34,"event-2-811"
"813",3,167.1,-15.83,"event-3-812"
"814",4,183,-23.73,"event-4-813"
"815",5,181.72,-18.1,"event-5-814"
"816",1,180.49,-22.12,"event-1-815"
"817",2,185.1,-15.39,"event-2-816"
"818",3,186.52,-16.21,"event-3-817"
"819",4,180.67,-21.75,"event-4-818"
"820",5,180.4,-22.1,"event-5-819"
"821",1,179.54,-24.97,"event-1-820"
"822",2,186.36,-19.36,"event-2-821"
"823",3,179.62,-22.14,"event-3-822"
"824",4,182.44,-21.48,"event-4-823"
"825",5,168.93,-18.54,"event-5-824"
"826",1,182.4,-21.62,"event-1-825"
"827",2,166.9,-13.4,"event-2-826"
"828",3,185.3,-15.5,"event-3-827"
"829",4,185.23,-15.67,"event-4-828"
"830",5,183.11,-21.78,"event-5-829"
"831",1,180.9,-30.63,"event-1-830"
"832",2,185.1,-15.7,"event-2-831"
"833",3,184.37,-19.2,"event-3-832"
"834",4,182.44,-19.7,"event-4-833"
"835",5,182.29,-19.4,"event-5-834"
"836",1,185.9,-15.85,"event-1-835"
"837",2,168.63,-17.38,"event-2-836"
"838",3,179.97,-24.33,"event-3-837"
"839",4,185.26,-20.89,"event-4-838"
"840",5,169.44,-18.97,"event-5-839"
"841",1,181.62,-17.99,"event-1-840"
"842",2,185.25,-15.8,"event-2-841"
"843",3,182.65,-25.42,"event-3-842"
"844",4,169.9,-21.6,"event-4-843"
"845",5,180.05,-26.06,"event-5-844"
"846",1,181.23,-17.56,"event-1-845"
"847",2,180.26,-25.63,"event-2-846"
"848",3,179.98,-25.46,"event-3-847"
"849",4,180.48,-22.23,"event-4-848"
"850",5,181.39,-21.55,"event-5-849"
"851",1,185.93,-15.18,"event-1-850"
"852",2,166.56,-13.79,"event-2-851"
"853",3,167.23,-15.18,"event-3-852"
"854",4,186.72,-18.78,"event-4-853"
"855",5,181.41,-17.9,"event-5-854"
"856",1,185.4,-18.5,"event-1-855"
"857",2,171.17,-14.82,"event-2-856"
"858",3,185.17,-15.65,"event-3-857"
"859",4,181.15,-30.01,"event-4-858"
"860",5,167.24,-13.16,"event-5-859"
"861",1,180.78,-21.03,"event-1-860"
"862",2,180.78,-21.4,"event-2-861"
"863",3,181.89,-17.93,"event-3-862"
"864",4,181.7,-20.87,"event-4-863"
"865",5,166.66,-12.01,"event-5-864"
"866",1,169.63,-19.1,"event-1-865"
"867",2,181.37,-22.85,"event-2-866"
"868",3,185.96,-17.08,"event-3-867"
"869",4,174.21,-21.14,"event-4-868"
"870",5,167.02,-12.23,"event-5-869"
"871",1,181.57,-20.91,"event-1-870"
"872",2,167.05,-11.38,"event-2-871"
"873",3,167.01,-11.02,"event-3-872"
"874",4,180.58,-22.09,"event-4-873"
"875",5,181.2,-17.8,"event-5-874"
"876",1,182.43,-18.94,"event-1-875"
"877",2,182.2,-18.85,"event-2-876"
"878",3,181.28,-21.91,"event-3-877"
"879",4,179.77,-22.03,"event-4-878"
"880",5,181.63,-18.1,"event-5-879"
"881",1,184.84,-18.4,"event-1-880"
"882",2,181.4,-21.2,"event-2-881"
"883",3,166.2,-12,"event-3-882"
"884",4,166.3,-11.7,"event-4-883"
"885",5,182.69,-26.72,"event-5-884"
"886",1,178.98,-24.39,"event-1-885"
"887",2,169.5,-19.64,"event-2-886"
"888",3,170.04,-21.35,"event-3-887"
"889",4,184.52,-22.82,"event-4-888"
"890",5,177.1,-38.28,"event-5-889"
"891",1,167.11,-12.57,"event-1-890"
"892",2,180.28,-22.24,"event-2-891"
"893",3,166.53,-13.8,"event-3-892"
"894",4,183.78,-21.07,"event-4-893"
"895",5,181.25,-17.74,"event-5-894"
"896",1,180.15,-23.87,"event-1-895"
"897",2,185.8,-21.29,"event-2-896"
"898",3,180.58,-22.2,"event-3-897"
"899",4,185.11,-15.24,"event-4-898"
"900",5,181.27,-17.82,"event-5-899"
"901",1,180,-32.14,"event-1-900"
"902",2,185.86,-19.3,"event-2-901"
"903",3,180.94,-33.09,"event-3-902"
"904",4,181.62,-20.18,"event-4-903"
"905",5,181.42,-17.46,"event-5-904"
"906",1,181.33,-17.44,"event-1-905"
"907",2,179.85,-24.71,"event-2-906"
"908",3,170.52,-21.53,"event-3-907"
"909",4,169.53,-19.17,"event-4-908"
"910",5,182.39,-28.05,"event-5-909"
"911",1,179.97,-23.39,"event-1-910"
"912",2,171.51,-22.33,"event-2-911"
"913",3,185.98,-15.28,"event-3-912"
"914",4,181.51,-20.27,"event-4-913"
"915",5,165.97,-10.96,"event-5-914"
"916",1,169.75,-21.52,"event-1-915"
"917",2,184.47,-19.57,"event-2-916"
"918",3,183.45,-23.08,"event-3-917"
"919",4,182.8,-25.06,"event-4-918"
"920",5,181.44,-17.85,"event-5-919"
"921",1,167.95,-15.99,"event-1-920"
"922",2,184.41,-20.56,"event-2-921"
"923",3,181.61,-17.98,"event-3-922"
"924",4,181.77,-18.4,"event-4-923"
"925",5,182.22,-27.64,"event-5-924"
"926",1,181.02,-20.99,"event-1-925"
"927",2,167.32,-14.86,"event-2-926"
"928",3,182.72,-29.33,"event-3-927"
"929",4,182.54,-25.81,"event-4-928"
"930",5,166.01,-14.1,"event-5-929"
"931",1,185.13,-17.63,"event-1-930"
"932",2,180.21,-23.47,"event-2-931"
"933",3,180.21,-23.92,"event-3-932"
"934",4,185.18,-20.88,"event-4-933"
"935",5,184.75,-20.25,"event-5-934"
"936",1,186.16,-19.33,"event-1-935"
"937",2,181.71,-18.14,"event-2-936"
"938",3,183.99,-22.41,"event-3-937"
"939",4,181.16,-20.77,"event-4-938"
"940",5,181.73,-17.95,"event-5-939"
"941",1,181.01,-20.83,"event-1-940"
"942",2,182.1,-27.84,"event-2-941"
"943",3,182.39,-19.94,"event-3-942"
"944",4,183.99,-23.6,"event-4-943"
"945",5,184.13,-23.7,"event-5-944"
"946",1,182.4,-30.39,"event-1-945"
"947",2,182.32,-18.98,"event-2-946"
"948",3,182.92,-27.89,"event-3-947"
"949",4,184.9,-23.5,"event-4-948"
"950",5,184.49,-23.73,"event-5-949"
"951",1,181.62,-17.93,"event-1-950"
"952",2,178.52,-35.94,"event-2-951"
"953",3,184.5,-18.68,"event-3-952"
"954",4,179.95,-23.47,"event-4-953"
"955",5,180.06,-23.49,"event-5-954"
"956",1,180.26,-23.85,"event-1-955"
"957",2,183.44,-27.08,"event-2-956"
"958",3,184.95,-20.88,"event-3-957"
"959",4,181.2,-20.97,"event-4-958"
"960",5,183.58,-21.71,"event-5-959"
"961",1,184.6,-23.9,"event-1-960"
"962",2,167.44,-15.78,"event-2-961"
"963",3,166.72,-12.57,"event-3-962"
"964",4,184.23,-19.69,"event-4-963"
"965",5,183.95,-22.04,"event-5-964"
"966",1,181.59,-17.99,"event-1-965"
"967",2,180.13,-23.5,"event-2-966"
"968",3,180.74,-21.4,"event-3-967"
"969",4,166.98,-15.86,"event-4-968"
"970",5,184.64,-23.95,"event-5-969"
"971",1,182.38,-25.79,"event-1-970"
"972",2,184.5,-23.75,"event-2-971"
"973",3,184.5,-24.1,"event-3-972"
"974",4,169.05,-18.56,"event-4-973"
"975",5,184.68,-23.3,"event-5-974"
"976",1,185.74,-17.03,"event-1-975"
"977",2,183.71,-20.77,"event-2-976"
"978",3,183.5,-28.1,"event-3-977"
"979",4,182.26,-18.83,"event-4-978"
"980",5,170.7,-23,"event-5-979"
"981",1,181.67,-20.82,"event-1-980"
"982",2,170.56,-22.95,"event-2-981"
"983",3,183.6,-28.22,"event-3-982"
"984",4,183.5,-27.99,"event-4-983"
"985",5,187.15,-15.54,"event-5-984"
"986",1,166.93,-12.37,"event-1-985"
"987",2,171.66,-22.33,"event-2-986"
"988",3,170.3,-22.7,"event-3-987"
"989",4,181.3,-17.86,"event-4-988"
"990",5,184.53,-16,"event-5-989"
"991",1,181.42,-20.73,"event-1-990"
"992",2,181.42,-15.45,"event-2-991"
"993",3,183.86,-20.05,"event-3-992"
"994",4,181.37,-17.95,"event-4-993"
"995",5,188.1,-17.7,"event-5-994"
"996",1,179.54,-25.93,"event-1-995"
"997",2,167.06,-12.28,"event-2-996"
"998",3,184.2,-20.13,"event-3-997"
"999",4,187.8,-17.4,"event-4-998"
"1000",5,170.56,-21.59,"event-5-999"
